425578 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425578 write(8, "LOG_START_wsgi ,TS=1715882229.06"..., 38) = 38
425808 write(1, "#*# REQ_SEND\n", 13)   = 13
425808 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425808 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425808 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425808 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425808 write(1, "*#* RES_REC\n", 12)    = 12
425808 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425808 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425808 write(11, "\"{}\"", 4)           = 4
425808 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425808 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425808 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425811 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425811 write(8, "LOG_START_wsgi ,TS=1715882234.45"..., 38) = 38
425811 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425811 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425811 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425811 write(8, "PID = \n425109\n", 14) = 14
425811 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425811 write(8, "TID = \n425811\n", 14) = 14
425811 write(3, "INFO:werkzeug:TID = \n425811\n", 28) = 28
425811 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425811 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425811 write(8, "LOG_STOP_wsgi, TS=1715882234.459"..., 37) = 37
425811 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425811 write(1, "#*# REQ_SEND\n", 13)   = 13
425811 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425811 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425811 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425811 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425811 write(1, "*#* RES_REC\n", 12)    = 12
425811 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425811 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425811 write(11, "\"{}\"", 4)           = 4
425811 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425811 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425811 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425814 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
425814 write(8, "LOG_START_wsgi ,TS=1715882234.73"..., 38 <unfinished ...>
425814 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425814 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425815 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425814 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425815 write(8, "LOG_START_wsgi ,TS=1715882234.74"..., 38) = 38
425815 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425814 write(8, "PID = \n425109\n", 14) = 14
425816 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425816 write(8, "LOG_START_wsgi ,TS=1715882234.74"..., 38) = 38
425814 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425815 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425816 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425817 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425814 write(8, "TID = \n425814\n", 14) = 14
425815 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425816 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425814 write(3, "INFO:werkzeug:TID = \n425814\n", 28) = 28
425818 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425817 write(8, "LOG_START_wsgi ,TS=1715882234.74"..., 37) = 37
425816 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425817 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425815 write(8, "PID = \n425109\n", 14) = 14
425815 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425819 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425814 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425814 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425816 write(8, "PID = \n425109\n", 14) = 14
425816 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425820 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425818 write(8, "LOG_START_wsgi ,TS=1715882234.74"..., 37) = 37
425818 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425817 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425817 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425821 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425815 write(8, "TID = \n425815\n", 14) = 14
425815 write(3, "INFO:werkzeug:TID = \n425815\n", 28) = 28
425819 write(8, "LOG_START_wsgi ,TS=1715882234.74"..., 37) = 37
425819 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425814 write(8, "LOG_STOP_wsgi, TS=1715882234.738"..., 37) = 37
425814 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425816 write(8, "TID = \n425816\n", 14 <unfinished ...>
425814 write(1, "#*# REQ_SEND\n", 13 <unfinished ...>
425816 write(3, "INFO:werkzeug:TID = \n425816\n", 28) = 28
425814 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425820 write(8, "LOG_START_wsgi ,TS=1715882234.75"..., 38) = 38
425820 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425818 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425814 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425821 write(8, "LOG_START_wsgi ,TS=1715882234.75"..., 38) = 38
425818 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425817 write(8, "PID = \n425109\n", 14) = 14
425821 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425815 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425817 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425819 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425815 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425819 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425816 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425820 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425816 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425818 write(8, "PID = \n425109\n", 14) = 14
425820 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425821 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425818 write(3, "INFO:werkzeug:PID = \n425109\n", 28 <unfinished ...>
425817 write(8, "TID = \n425817\n", 14 <unfinished ...>
425821 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425815 write(8, "LOG_STOP_wsgi, TS=1715882234.740"..., 37) = 37
425817 write(3, "INFO:werkzeug:TID = \n425817\n", 28) = 28
425819 write(8, "PID = \n425109\n", 14) = 14
425815 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425816 write(8, "LOG_STOP_wsgi, TS=1715882234.742"..., 37 <unfinished ...>
425815 write(1, "#*# REQ_SEND\n", 13)   = 13
425819 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425815 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425816 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51 <unfinished ...>
425820 write(8, "PID = \n425109\n", 14 <unfinished ...>
425816 write(1, "#*# REQ_SEND\n", 13)   = 13
425820 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425816 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425818 write(8, "TID = \n425818\n", 14) = 14
425815 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425821 write(8, "PID = \n425109\n", 14) = 14
425818 write(3, "INFO:werkzeug:TID = \n425818\n", 28) = 28
425816 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425817 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425821 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425817 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425819 write(8, "TID = \n425819\n", 14) = 14
425819 write(3, "INFO:werkzeug:TID = \n425819\n", 28) = 28
425820 write(8, "TID = \n425820\n", 14) = 14
425820 write(3, "INFO:werkzeug:TID = \n425820\n", 28) = 28
425818 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425814 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425818 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425821 write(8, "TID = \n425821\n", 14) = 14
425821 write(3, "INFO:werkzeug:TID = \n425821\n", 28) = 28
425814 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425817 write(8, "LOG_STOP_wsgi, TS=1715882234.744"..., 36 <unfinished ...>
425814 write(1, "*#* RES_REC\n", 12 <unfinished ...>
425819 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425817 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50 <unfinished ...>
425820 write(8, "post_data_form = \nImmutableMulti"..., 41 <unfinished ...>
425817 write(1, "#*# REQ_SEND\n", 13)   = 13
425817 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425818 write(8, "LOG_STOP_wsgi, TS=1715882234.746"..., 36) = 36
425819 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425820 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425814 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425818 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425818 write(1, "#*# REQ_SEND\n", 13)   = 13
425818 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425817 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425821 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425814 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425819 write(8, "LOG_STOP_wsgi, TS=1715882234.748"..., 36) = 36
425821 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425820 write(8, "LOG_STOP_wsgi, TS=1715882234.751"..., 37) = 37
425818 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425819 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 50) = 50
425814 write(21, "\"{}\"", 4)           = 4
425821 write(8, "LOG_STOP_wsgi, TS=1715882234.752"..., 37) = 37
425819 write(1, "#*# REQ_SEND\n", 13)   = 13
425820 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425819 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425820 write(1, "#*# REQ_SEND\n", 13)   = 13
425820 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425821 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425821 write(1, "#*# REQ_SEND\n", 13)   = 13
425821 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425814 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425814 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425819 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425820 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425814 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425821 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425816 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425815 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425816 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425816 write(1, "*#* RES_REC\n", 12)    = 12
425816 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425815 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425816 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425815 write(1, "*#* RES_REC\n", 12)    = 12
425815 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425815 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425816 write(9, "\"{}\"", 4)            = 4
425815 write(19, "\"{}\"", 4)           = 4
425816 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425816 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425815 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425815 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425816 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425815 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425817 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425817 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425817 write(1, "*#* RES_REC\n", 12)    = 12
425817 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425817 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425817 write(9, "\"{}\"", 4)            = 4
425817 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425817 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425817 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425818 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425818 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425818 write(1, "*#* RES_REC\n", 12)    = 12
425818 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425818 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425818 write(9, "\"{}\"", 4)            = 4
425818 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425818 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425818 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425819 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425819 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425819 write(1, "*#* RES_REC\n", 12)    = 12
425819 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425819 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425819 write(9, "\"{}\"", 4)            = 4
425819 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425819 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425819 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425820 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425820 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425820 write(1, "*#* RES_REC\n", 12)    = 12
425820 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425820 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425820 write(9, "\"{}\"", 4)            = 4
425820 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425820 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425820 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425821 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425821 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425821 write(1, "*#* RES_REC\n", 12)    = 12
425821 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425821 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425821 write(9, "\"{}\"", 4)            = 4
425821 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425821 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425821 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83 <unfinished ...>
425882 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425882 write(8, "LOG_START_wsgi ,TS=1715882235.46"..., 38) = 38
425882 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425882 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425882 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425882 write(8, "PID = \n425109\n", 14) = 14
425882 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425882 write(8, "TID = \n425882\n", 14) = 14
425882 write(3, "INFO:werkzeug:TID = \n425882\n", 28) = 28
425882 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425882 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425882 write(8, "LOG_STOP_wsgi, TS=1715882235.465"..., 37) = 37
425882 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425882 write(1, "#*# REQ_SEND\n", 13)   = 13
425882 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425882 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425882 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425882 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425882 write(1, "*#* RES_REC\n", 12)    = 12
425882 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425882 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425882 write(11, "\"{}\"", 4)           = 4
425882 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425882 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425882 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425885 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425885 write(8, "LOG_START_wsgi ,TS=1715882235.48"..., 38) = 38
425885 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425885 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425885 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425885 write(8, "PID = \n425109\n", 14) = 14
425885 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425885 write(8, "TID = \n425885\n", 14) = 14
425885 write(3, "INFO:werkzeug:TID = \n425885\n", 28) = 28
425885 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425885 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425885 write(8, "LOG_STOP_wsgi, TS=1715882235.486"..., 37) = 37
425885 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425885 write(1, "#*# REQ_SEND\n", 13)   = 13
425885 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425885 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425885 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425885 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425885 write(1, "*#* RES_REC\n", 12)    = 12
425885 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425885 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425885 write(11, "\"{}\"", 4)           = 4
425885 write(3, "INFO:jaeger_tracing:Reporting sp"..., 91) = 91
425885 write(8, "10.145.11.89 - - [16/May/2024 23"..., 69) = 69
425885 write(3, "INFO:werkzeug:10.145.11.89 - - ["..., 83) = 83
425888 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425888 write(8, "LOG_START_wsgi ,TS=1715882235.79"..., 38) = 38
425888 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425888 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425888 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425888 write(8, "PID = \n425109\n", 14) = 14
425888 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425888 write(8, "TID = \n425888\n", 14) = 14
425888 write(3, "INFO:werkzeug:TID = \n425888\n", 28) = 28
425888 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425888 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425888 write(8, "LOG_STOP_wsgi, TS=1715882235.797"..., 37) = 37
425888 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425888 write(1, "#*# REQ_SEND\n", 13)   = 13
425888 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425888 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425890 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365 <unfinished ...>
425890 write(8, "LOG_START_wsgi ,TS=1715882235.80"..., 38 <unfinished ...>
425890 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52) = 52
425892 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 364) = 364
425890 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
425890 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425893 write(2, "{\"message\": \"\\nTrace_LOG_START:,"..., 365) = 365
425892 write(8, "LOG_START_wsgi ,TS=1715882235.80"..., 37) = 37
425892 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 51) = 51
425890 write(8, "PID = \n425109\n", 14) = 14
425890 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425893 write(8, "LOG_START_wsgi ,TS=1715882235.80"..., 38) = 38
425893 write(3, "INFO:werkzeug:LOG_START_wsgi ,TS"..., 52 <unfinished ...>
425890 write(8, "TID = \n425890\n", 14 <unfinished ...>
425890 write(3, "INFO:werkzeug:TID = \n425890\n", 28 <unfinished ...>
425892 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146 <unfinished ...>
425892 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425893 write(8, "headers = \nHost: 10.5.30.76:5000"..., 146) = 146
425893 write(3, "INFO:werkzeug:headers = \nHost: 1"..., 160) = 160
425890 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425890 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425892 write(8, "PID = \n425109\n", 14) = 14
425888 write(3, "DEBUG:urllib3.connectionpool:htt"..., 89) = 89
425893 write(8, "PID = \n425109\n", 14) = 14
425892 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425893 write(3, "INFO:werkzeug:PID = \n425109\n", 28) = 28
425888 write(2, "{\"message\": \"Response <Response "..., 202) = 202
425890 write(8, "LOG_STOP_wsgi, TS=1715882235.803"..., 37 <unfinished ...>
425888 write(1, "*#* RES_REC\n", 12 <unfinished ...>
425890 write(3, "INFO:werkzeug:LOG_STOP_wsgi, TS="..., 51) = 51
425892 write(8, "TID = \n425892\n", 14) = 14
425890 write(1, "#*# REQ_SEND\n", 13)   = 13
425892 write(3, "INFO:werkzeug:TID = \n425892\n", 28) = 28
425890 write(2, "{\"message\": \"Get with url http:/"..., 353) = 353
425893 write(8, "TID = \n425893\n", 14) = 14
425893 write(3, "INFO:werkzeug:TID = \n425893\n", 28) = 28
425888 write(8, "REC_DATA_SIZE=53\n", 17) = 17
425890 write(3, "DEBUG:urllib3.connectionpool:Sta"..., 79) = 79
425892 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425888 write(3, "INFO:werkzeug:REC_DATA_SIZE=53\n", 31) = 31
425893 write(8, "post_data_form = \nImmutableMulti"..., 41) = 41
425892 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
425892 write(8, "LOG_STOP_wsgi, TS=1715882235.805"..., 36) = 36
425893 write(3, "INFO:werkzeug:post_data_form = \n"..., 55) = 55
